   29   24   40    1   29     /COPPER             /ABELS-VAN MAANEN 1985   ADF11
  -8.05749  -8.05749  -8.05749  -8.05749  -8.05749  -8.05749  -8.05749  -8.05749
  -8.05749  -8.05749  -8.05749  -8.05749  -8.05749  -8.05749  -8.05749  -8.05749
  -8.05749  -8.05749  -8.05749  -8.05749  -8.05749  -8.05749  -8.05749  -8.05749
  -7.99724  -7.99724  -7.99724  -7.99724  -7.99724  -7.99724  -7.99724  -7.99724
  -7.99724  -7.99724  -7.99724  -7.99724  -7.99724  -7.99724  -7.99724  -7.99724
  -7.99724  -7.99724  -7.99724  -7.99724  -7.99724  -7.99724  -7.99724  -7.99724
  -7.93700  -7.93700  -7.93700  -7.93700  -7.93700  -7.93700  -7.93700  -7.93700
  -7.93700  -7.93700  -7.93700  -7.93700  -7.93700  -7.93700  -7.93700  -7.93700
  -7.93700  -7.93700  -7.93700  -7.93700  -7.93700  -7.93700  -7.93700  -7.93700
  -7.87676  -7.87676  -7.87676  -7.87676  -7.87676  -7.87676  -7.87676  -7.87676
  -7.87676  -7.87676  -7.87676  -7.87676  -7.87676  -7.87676  -7.87676  -7.87676
  -7.87676  -7.87676  -7.87676  -7.87676  -7.87676  -7.87676  -7.87676  -7.87676
  -7.81651  -7.81651  -7.81651  -7.81651  -7.81651  -7.81651  -7.81651  -7.81651
  -7.81651  -7.81651  -7.81651  -7.81651  -7.81651  -7.81651  -7.81651  -7.81651
  -7.81651  -7.81651  -7.81651  -7.81651  -7.81651  -7.81651  -7.81651  -7.81651
  -7.75627  -7.75627  -7.75627  -7.75627  -7.75627  -7.75627  -7.75627  -7.75627
  -7.75627  -7.75627  -7.75627  -7.75627  -7.75627  -7.75627  -7.75627  -7.75627
  -7.75627  -7.75627  -7.75627  -7.75627  -7.75627  -7.75627  -7.75627  -7.75627
  -7.69603  -7.69603  -7.69603  -7.69603  -7.69603  -7.69603  -7.69603  -7.69603
  -7.69603  -7.69603  -7.69603  -7.69603  -7.69603  -7.69603  -7.69603  -7.69603
  -7.69603  -7.69603  -7.69603  -7.69603  -7.69603  -7.69603  -7.69603  -7.69603
  -7.63578  -7.63578  -7.63578  -7.63578  -7.63578  -7.63578  -7.63578  -7.63578
  -7.63578  -7.63578  -7.63578  -7.63578  -7.63578  -7.63578  -7.63578  -7.63578
  -7.63578  -7.63578  -7.63578  -7.63578  -7.63578  -7.63578  -7.63578  -7.63578
  -7.57554  -7.57554  -7.57554  -7.57554  -7.57554  -7.57554  -7.57554  -7.57554
  -7.57554  -7.57554  -7.57554  -7.57554  -7.57554  -7.57554  -7.57554  -7.57554
  -7.57554  -7.57554  -7.57554  -7.57554  -7.57554  -7.57554  -7.57554  -7.57554
  -7.51530  -7.51530  -7.51530  -7.51530  -7.51530  -7.51530  -7.51530  -7.51530
  -7.51530  -7.51530  -7.51530  -7.51530  -7.51530  -7.51530  -7.51530  -7.51530
  -7.51530  -7.51530  -7.51530  -7.51530  -7.51530  -7.51530  -7.51530  -7.51530
  -7.45505  -7.45505  -7.45505  -7.45505  -7.45505  -7.45505  -7.45505  -7.45505
  -7.45505  -7.45505  -7.45505  -7.45505  -7.45505  -7.45505  -7.45505  -7.45505
  -7.45505  -7.45505  -7.45505  -7.45505  -7.45505  -7.45505  -7.45505  -7.45505
  -7.39481  -7.39481  -7.39481  -7.39481  -7.39481  -7.39481  -7.39481  -7.39481
  -7.39481  -7.39481  -7.39481  -7.39481  -7.39481  -7.39481  -7.39481  -7.39481
  -7.39481  -7.39481  -7.39481  -7.39481  -7.39481  -7.39481  -7.39481  -7.39481
  -7.33457  -7.33457  -7.33457  -7.33457  -7.33457  -7.33457  -7.33457  -7.33457
  -7.33457  -7.33457  -7.33457  -7.33457  -7.33457  -7.33457  -7.33457  -7.33457
  -7.33457  -7.33457  -7.33457  -7.33457  -7.33457  -7.33457  -7.33457  -7.33457
  -7.27433  -7.27433  -7.27433  -7.27433  -7.27433  -7.27433  -7.27433  -7.27433
  -7.27433  -7.27433  -7.27433  -7.27433  -7.27433  -7.27433  -7.27433  -7.27433
  -7.27433  -7.27433  -7.27433  -7.27433  -7.27433  -7.27433  -7.27433  -7.27433
  -7.21408  -7.21408  -7.21408  -7.21408  -7.21408  -7.21408  -7.21408  -7.21408
  -7.21408  -7.21408  -7.21408  -7.21408  -7.21408  -7.21408  -7.21408  -7.21408
  -7.21408  -7.21408  -7.21408  -7.21408  -7.21408  -7.21408  -7.21408  -7.21408
  -7.15384  -7.15384  -7.15384  -7.15384  -7.15384  -7.15384  -7.15384  -7.15384
  -7.15384  -7.15384  -7.15384  -7.15384  -7.15384  -7.15384  -7.15384  -7.15384
  -7.15384  -7.15384  -7.15384  -7.15384  -7.15384  -7.15384  -7.15384  -7.15384
  -7.09360  -7.09360  -7.09360  -7.09360  -7.09360  -7.09360  -7.09360  -7.09360
  -7.09360  -7.09360  -7.09360  -7.09360  -7.09360  -7.09360  -7.09360  -7.09360
  -7.09360  -7.09360  -7.09360  -7.09360  -7.09360  -7.09360  -7.09360  -7.09360
  -7.03335  -7.03335  -7.03335  -7.03335  -7.03335  -7.03335  -7.03335  -7.03335
  -7.03335  -7.03335  -7.03335  -7.03335  -7.03335  -7.03335  -7.03335  -7.03335
  -7.03335  -7.03335  -7.03335  -7.03335  -7.03335  -7.03335  -7.03335  -7.03335
  -6.97311  -6.97311  -6.97311  -6.97311  -6.97311  -6.97311  -6.97311  -6.97311
  -6.97311  -6.97311  -6.97311  -6.97311  -6.97311  -6.97311  -6.97311  -6.97311
  -6.97311  -6.97311  -6.97311  -6.97311  -6.97311  -6.97311  -6.97311  -6.97311
  -6.91287  -6.91287  -6.91287  -6.91287  -6.91287  -6.91287  -6.91287  -6.91287
  -6.91287  -6.91287  -6.91287  -6.91287  -6.91287  -6.91287  -6.91287  -6.91287
  -6.91287  -6.91287  -6.91287  -6.91287  -6.91287  -6.91287  -6.91287  -6.91287
  -6.85262  -6.85262  -6.85262  -6.85262  -6.85262  -6.85262  -6.85262  -6.85262
  -6.85262  -6.85262  -6.85262  -6.85262  -6.85262  -6.85262  -6.85262  -6.85262
  -6.85262  -6.85262  -6.85262  -6.85262  -6.85262  -6.85262  -6.85262  -6.85262
  -6.79238  -6.79238  -6.79238  -6.79238  -6.79238  -6.79238  -6.79238  -6.79238
  -6.79238  -6.79238  -6.79238  -6.79238  -6.79238  -6.79238  -6.79238  -6.79238
  -6.79238  -6.79238  -6.79238  -6.79238  -6.79238  -6.79238  -6.79238  -6.79238
  -6.73214  -6.73214  -6.73214  -6.73214  -6.73214  -6.73214  -6.73214  -6.73214
  -6.73214  -6.73214  -6.73214  -6.73214  -6.73214  -6.73214  -6.73214  -6.73214
  -6.73214  -6.73214  -6.73214  -6.73214  -6.73214  -6.73214  -6.73214  -6.73214
  -6.67189  -6.67189  -6.67189  -6.67189  -6.67189  -6.67189  -6.67189  -6.67189
  -6.67189  -6.67189  -6.67189  -6.67189  -6.67189  -6.67189  -6.67189  -6.67189
  -6.67189  -6.67189  -6.67189  -6.67189  -6.67189  -6.67189  -6.67189  -6.67189
  -6.61165  -6.61165  -6.61165  -6.61165  -6.61165  -6.61165  -6.61165  -6.61165
  -6.61165  -6.61165  -6.61165  -6.61165  -6.61165  -6.61165  -6.61165  -6.61165
  -6.61165  -6.61165  -6.61165  -6.61165  -6.61165  -6.61165  -6.61165  -6.61165
  -6.55141  -6.55141  -6.55141  -6.55141  -6.55141  -6.55141  -6.55141  -6.55141
  -6.55141  -6.55141  -6.55141  -6.55141  -6.55141  -6.55141  -6.55141  -6.55141
  -6.55141  -6.55141  -6.55141  -6.55141  -6.55141  -6.55141  -6.55141  -6.55141
  -6.49116  -6.49116  -6.49116  -6.49116  -6.49116  -6.49116  -6.49116  -6.49116
  -6.49116  -6.49116  -6.49116  -6.49116  -6.49116  -6.49116  -6.49116  -6.49116
  -6.49116  -6.49116  -6.49116  -6.49116  -6.49116  -6.49116  -6.49116  -6.49116
  -6.43092  -6.43092  -6.43092  -6.43092  -6.43092  -6.43092  -6.43092  -6.43092
  -6.43092  -6.43092  -6.43092  -6.43092  -6.43092  -6.43092  -6.43092  -6.43092
  -6.43092  -6.43092  -6.43092  -6.43092  -6.43092  -6.43092  -6.43092  -6.43092
  -6.37068  -6.37068  -6.37068  -6.37068  -6.37068  -6.37068  -6.37068  -6.37068
  -6.37068  -6.37068  -6.37068  -6.37068  -6.37068  -6.37068  -6.37068  -6.37068
  -6.37068  -6.37068  -6.37068  -6.37068  -6.37068  -6.37068  -6.37068  -6.37068
 --------------------/ IPRT= 1  / IGRD= 1  / MH=2.01/ Z1= 4   / DATE= 19.12.04
  -8.58648  -8.58648  -8.58648  -8.58648  -8.58648  -8.58648  -8.58648  -8.58648
  -8.58648  -8.58648  -8.58648  -8.58648  -8.58648  -8.58648  -8.58648  -8.58648
  -8.58648  -8.58648  -8.58648  -8.58648  -8.58648  -8.58648  -8.58648  -8.58648
  -8.52623  -8.52623  -8.52623  -8.52623  -8.52623  -8.52623  -8.52623  -8.52623
  -8.52623  -8.52623  -8.52623  -8.52623  -8.52623  -8.52623  -8.52623  -8.52623
  -8.52623  -8.52623  -8.52623  -8.52623  -8.52623  -8.52623  -8.52623  -8.52623
  -8.46599  -8.46599  -8.46599  -8.46599  -8.46599  -8.46599  -8.46599  -8.46599
  -8.46599  -8.46599  -8.46599  -8.46599  -8.46599  -8.46599  -8.46599  -8.46599
  -8.46599  -8.46599  -8.46599  -8.46599  -8.46599  -8.46599  -8.46599  -8.46599
  -8.40575  -8.40575  -8.40575  -8.40575  -8.40575  -8.40575  -8.40575  -8.40575
  -8.40575  -8.40575  -8.40575  -8.40575  -8.40575  -8.40575  -8.40575  -8.40575
  -8.40575  -8.40575  -8.40575  -8.40575  -8.40575  -8.40575  -8.40575  -8.40575
  -8.34550  -8.34550  -8.34550  -8.34550  -8.34550  -8.34550  -8.34550  -8.34550
  -8.34550  -8.34550  -8.34550  -8.34550  -8.34550  -8.34550  -8.34550  -8.34550
  -8.34550  -8.34550  -8.34550  -8.34550  -8.34550  -8.34550  -8.34550  -8.34550
  -8.28526  -8.28526  -8.28526  -8.28526  -8.28526  -8.28526  -8.28526  -8.28526
  -8.28526  -8.28526  -8.28526  -8.28526  -8.28526  -8.28526  -8.28526  -8.28526
  -8.28526  -8.28526  -8.28526  -8.28526  -8.28526  -8.28526  -8.28526  -8.28526
  -8.22502  -8.22502  -8.22502  -8.22502  -8.22502  -8.22502  -8.22502  -8.22502
  -8.22502  -8.22502  -8.22502  -8.22502  -8.22502  -8.22502  -8.22502  -8.22502
  -8.22502  -8.22502  -8.22502  -8.22502  -8.22502  -8.22502  -8.22502  -8.22502
  -8.16478  -8.16478  -8.16478  -8.16478  -8.16478  -8.16478  -8.16478  -8.16478
  -8.16478  -8.16478  -8.16478  -8.16478  -8.16478  -8.16478  -8.16478  -8.16478
  -8.16478  -8.16478  -8.16478  -8.16478  -8.16478  -8.16478  -8.16478  -8.16478
  -8.10453  -8.10453  -8.10453  -8.10453  -8.10453  -8.10453  -8.10453  -8.10453
  -8.10453  -8.10453  -8.10453  -8.10453  -8.10453  -8.10453  -8.10453  -8.10453
  -8.10453  -8.10453  -8.10453  -8.10453  -8.10453  -8.10453  -8.10453  -8.10453
  -8.04429  -8.04429  -8.04429  -8.04429  -8.04429  -8.04429  -8.04429  -8.04429
  -8.04429  -8.04429  -8.04429  -8.04429  -8.04429  -8.04429  -8.04429  -8.04429
  -8.04429  -8.04429  -8.04429  -8.04429  -8.04429  -8.04429  -8.04429  -8.04429
  -7.98405  -7.98405  -7.98405  -7.98405  -7.98405  -7.98405  -7.98405  -7.98405
  -7.98405  -7.98405  -7.98405  -7.98405  -7.98405  -7.98405  -7.98405  -7.98405
  -7.98405  -7.98405  -7.98405  -7.98405  -7.98405  -7.98405  -7.98405  -7.98405
  -7.92380  -7.92380  -7.92380  -7.92380  -7.92380  -7.92380  -7.92380  -7.92380
  -7.92380  -7.92380  -7.92380  -7.92380  -7.92380  -7.92380  -7.92380  -7.92380
  -7.92380  -7.92380  -7.92380  -7.92380  -7.92380  -7.92380  -7.92380  -7.92380
  -7.86356  -7.86356  -7.86356  -7.86356  -7.86356  -7.86356  -7.86356  -7.86356
  -7.86356  -7.86356  -7.86356  -7.86356  -7.86356  -7.86356  -7.86356  -7.86356
  -7.86356  -7.86356  -7.86356  -7.86356  -7.86356  -7.86356  -7.86356  -7.86356
  -7.80332  -7.80332  -7.80332  -7.80332  -7.80332  -7.80332  -7.80332  -7.80332
  -7.80332  -7.80332  -7.80332  -7.80332  -7.80332  -7.80332  -7.80332  -7.80332
  -7.80332  -7.80332  -7.80332  -7.80332  -7.80332  -7.80332  -7.80332  -7.80332
  -7.74307  -7.74307  -7.74307  -7.74307  -7.74307  -7.74307  -7.74307  -7.74307
  -7.74307  -7.74307  -7.74307  -7.74307  -7.74307  -7.74307  -7.74307  -7.74307
  -7.74307  -7.74307  -7.74307  -7.74307  -7.74307  -7.74307  -7.74307  -7.74307
  -7.68283  -7.68283  -7.68283  -7.68283  -7.68283  -7.68283  -7.68283  -7.68283
  -7.68283  -7.68283  -7.68283  -7.68283  -7.68283  -7.68283  -7.68283  -7.68283
  -7.68283  -7.68283  -7.68283  -7.68283  -7.68283  -7.68283  -7.68283  -7.68283
  -7.62259  -7.62259  -7.62259  -7.62259  -7.62259  -7.62259  -7.62259  -7.62259
  -7.62259  -7.62259  -7.62259  -7.62259  -7.62259  -7.62259  -7.62259  -7.62259
  -7.62259  -7.62259  -7.62259  -7.62259  -7.62259  -7.62259  -7.62259  -7.62259
  -7.56234  -7.56234  -7.56234  -7.56234  -7.56234  -7.56234  -7.56234  -7.56234
  -7.56234  -7.56234  -7.56234  -7.56234  -7.56234  -7.56234  -7.56234  -7.56234
  -7.56234  -7.56234  -7.56234  -7.56234  -7.56234  -7.56234  -7.56234  -7.56234
  -7.50210  -7.50210  -7.50210  -7.50210  -7.50210  -7.50210  -7.50210  -7.50210
  -7.50210  -7.50210  -7.50210  -7.50210  -7.50210  -7.50210  -7.50210  -7.50210
  -7.50210  -7.50210  -7.50210  -7.50210  -7.50210  -7.50210  -7.50210  -7.50210
  -7.44186  -7.44186  -7.44186  -7.44186  -7.44186  -7.44186  -7.44186  -7.44186
  -7.44186  -7.44186  -7.44186  -7.44186  -7.44186  -7.44186  -7.44186  -7.44186
  -7.44186  -7.44186  -7.44186  -7.44186  -7.44186  -7.44186  -7.44186  -7.44186
  -7.38161  -7.38161  -7.38161  -7.38161  -7.38161  -7.38161  -7.38161  -7.38161
  -7.38161  -7.38161  -7.38161  -7.38161  -7.38161  -7.38161  -7.38161  -7.38161
  -7.38161  -7.38161  -7.38161  -7.38161  -7.38161  -7.38161  -7.38161  -7.38161
  -7.32137  -7.32137  -7.32137  -7.32137  -7.32137  -7.32137  -7.32137  -7.32137
  -7.32137  -7.32137  -7.32137  -7.32137  -7.32137  -7.32137  -7.32137  -7.32137
  -7.32137  -7.32137  -7.32137  -7.32137  -7.32137  -7.32137  -7.32137  -7.32137
  -7.26113  -7.26113  -7.26113  -7.26113  -7.26113  -7.26113  -7.26113  -7.26113
  -7.26113  -7.26113  -7.26113  -7.26113  -7.26113  -7.26113  -7.26113  -7.26113
  -7.26113  -7.26113  -7.26113  -7.26113  -7.26113  -7.26113  -7.26113  -7.26113
  -7.20088  -7.20088  -7.20088  -7.20088  -7.20088  -7.20088  -7.20088  -7.20088
  -7.20088  -7.20088  -7.20088  -7.20088  -7.20088  -7.20088  -7.20088  -7.20088
  -7.20088  -7.20088  -7.20088  -7.20088  -7.20088  -7.20088  -7.20088  -7.20088
  -7.14064  -7.14064  -7.14064  -7.14064  -7.14064  -7.14064  -7.14064  -7.14064
  -7.14064  -7.14064  -7.14064  -7.14064  -7.14064  -7.14064  -7.14064  -7.14064
  -7.14064  -7.14064  -7.14064  -7.14064  -7.14064  -7.14064  -7.14064  -7.14064
  -7.08040  -7.08040  -7.08040  -7.08040  -7.08040  -7.08040  -7.08040  -7.08040
  -7.08040  -7.08040  -7.08040  -7.08040  -7.08040  -7.08040  -7.08040  -7.08040
  -7.08040  -7.08040  -7.08040  -7.08040  -7.08040  -7.08040  -7.08040  -7.08040
  -7.02015  -7.02015  -7.02015  -7.02015  -7.02015  -7.02015  -7.02015  -7.02015
  -7.02015  -7.02015  -7.02015  -7.02015  -7.02015  -7.02015  -7.02015  -7.02015
  -7.02015  -7.02015  -7.02015  -7.02015  -7.02015  -7.02015  -7.02015  -7.02015
  -6.95991  -6.95991  -6.95991  -6.95991  -6.95991  -6.95991  -6.95991  -6.95991
  -6.95991  -6.95991  -6.95991  -6.95991  -6.95991  -6.95991  -6.95991  -6.95991
  -6.95991  -6.95991  -6.95991  -6.95991  -6.95991  -6.95991  -6.95991  -6.95991
  -6.89967  -6.89967  -6.89967  -6.89967  -6.89967  -6.89967  -6.89967  -6.89967
  -6.89967  -6.89967  -6.89967  -6.89967  -6.89967  -6.89967  -6.89967  -6.89967
  -6.89967  -6.89967  -6.89967  -6.89967  -6.89967  -6.89967  -6.89967  -6.89967
  -6.83942  -6.83942  -6.83942  -6.83942  -6.83942  -6.83942  -6.83942  -6.83942
  -6.83942  -6.83942  -6.83942  -6.83942  -6.83942  -6.83942  -6.83942  -6.83942
  -6.83942  -6.83942  -6.83942  -6.83942  -6.83942  -6.83942  -6.83942  -6.83942
  -6.77918  -6.77918  -6.77918  -6.77918  -6.77918  -6.77918  -6.77918  -6.77918
  -6.77918  -6.77918  -6.77918  -6.77918  -6.77918  -6.77918  -6.77918  -6.77918
  -6.77918  -6.77918  -6.77918  -6.77918  -6.77918  -6.77918  -6.77918  -6.77918
  -6.71894  -6.71894  -6.71894  -6.71894  -6.71894  -6.71894  -6.71894  -6.71894
  -6.71894  -6.71894  -6.71894  -6.71894  -6.71894  -6.71894  -6.71894  -6.71894
  -6.71894  -6.71894  -6.71894  -6.71894  -6.71894  -6.71894  -6.71894  -6.71894
  -6.65870  -6.65870  -6.65870  -6.65870  -6.65870  -6.65870  -6.65870  -6.65870
  -6.65870  -6.65870  -6.65870  -6.65870  -6.65870  -6.65870  -6.65870  -6.65870
  -6.65870  -6.65870  -6.65870  -6.65870  -6.65870  -6.65870  -6.65870  -6.65870
  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845
  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845
  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845
  -6.53821  -6.53821  -6.53821  -6.53821  -6.53821  -6.53821  -6.53821  -6.53821
  -6.53821  -6.53821  -6.53821  -6.53821  -6.53821  -6.53821  -6.53821  -6.53821
  -6.53821  -6.53821  -6.53821  -6.53821  -6.53821  -6.53821  -6.53821  -6.53821
  -6.47797  -6.47797  -6.47797  -6.47797  -6.47797  -6.47797  -6.47797  -6.47797
  -6.47797  -6.47797  -6.47797  -6.47797  -6.47797  -6.47797  -6.47797  -6.47797
  -6.47797  -6.47797  -6.47797  -6.47797  -6.47797  -6.47797  -6.47797  -6.47797
  -6.41772  -6.41772  -6.41772  -6.41772  -6.41772  -6.41772  -6.41772  -6.41772
  -6.41772  -6.41772  -6.41772  -6.41772  -6.41772  -6.41772  -6.41772  -6.41772
  -6.41772  -6.41772  -6.41772  -6.41772  -6.41772  -6.41772  -6.41772  -6.41772
  -6.35748  -6.35748  -6.35748  -6.35748  -6.35748  -6.35748  -6.35748  -6.35748
  -6.35748  -6.35748  -6.35748  -6.35748  -6.35748  -6.35748  -6.35748  -6.35748
  -6.35748  -6.35748  -6.35748  -6.35748  -6.35748  -6.35748  -6.35748  -6.35748
  -6.29724  -6.29724  -6.29724  -6.29724  -6.29724  -6.29724  -6.29724  -6.29724
  -6.29724  -6.29724  -6.29724  -6.29724  -6.29724  -6.29724  -6.29724  -6.29724
  -6.29724  -6.29724  -6.29724  -6.29724  -6.29724  -6.29724  -6.29724  -6.29724
  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699
  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699
  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699
 --------------------/ IPRT= 1  / IGRD= 1  / MH=2.01/ Z1= 5   / DATE= 19.12.04
  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278
  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278
  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278
  -8.42254  -8.42254  -8.42254  -8.42254  -8.42254  -8.42254  -8.42254  -8.42254
  -8.42254  -8.42254  -8.42254  -8.42254  -8.42254  -8.42254  -8.42254  -8.42254
  -8.42254  -8.42254  -8.42254  -8.42254  -8.42254  -8.42254  -8.42254  -8.42254
  -8.36230  -8.36230  -8.36230  -8.36230  -8.36230  -8.36230  -8.36230  -8.36230
  -8.36230  -8.36230  -8.36230  -8.36230  -8.36230  -8.36230  -8.36230  -8.36230
  -8.36230  -8.36230  -8.36230  -8.36230  -8.36230  -8.36230  -8.36230  -8.36230
  -8.30205  -8.30205  -8.30205  -8.30205  -8.30205  -8.30205  -8.30205  -8.30205
  -8.30205  -8.30205  -8.30205  -8.30205  -8.30205  -8.30205  -8.30205  -8.30205
  -8.30205  -8.30205  -8.30205  -8.30205  -8.30205  -8.30205  -8.30205  -8.30205
  -8.24181  -8.24181  -8.24181  -8.24181  -8.24181  -8.24181  -8.24181  -8.24181
  -8.24181  -8.24181  -8.24181  -8.24181  -8.24181  -8.24181  -8.24181  -8.24181
  -8.24181  -8.24181  -8.24181  -8.24181  -8.24181  -8.24181  -8.24181  -8.24181
  -8.18157  -8.18157  -8.18157  -8.18157  -8.18157  -8.18157  -8.18157  -8.18157
  -8.18157  -8.18157  -8.18157  -8.18157  -8.18157  -8.18157  -8.18157  -8.18157
  -8.18157  -8.18157  -8.18157  -8.18157  -8.18157  -8.18157  -8.18157  -8.18157
  -8.12132  -8.12132  -8.12132  -8.12132  -8.12132  -8.12132  -8.12132  -8.12132
  -8.12132  -8.12132  -8.12132  -8.12132  -8.12132  -8.12132  -8.12132  -8.12132
  -8.12132  -8.12132  -8.12132  -8.12132  -8.12132  -8.12132  -8.12132  -8.12132
  -8.06108  -8.06108  -8.06108  -8.06108  -8.06108  -8.06108  -8.06108  -8.06108
  -8.06108  -8.06108  -8.06108  -8.06108  -8.06108  -8.06108  -8.06108  -8.06108
  -8.06108  -8.06108  -8.06108  -8.06108  -8.06108  -8.06108  -8.06108  -8.06108
  -8.00084  -8.00084  -8.00084  -8.00084  -8.00084  -8.00084  -8.00084  -8.00084
  -8.00084  -8.00084  -8.00084  -8.00084  -8.00084  -8.00084  -8.00084  -8.00084
  -8.00084  -8.00084  -8.00084  -8.00084  -8.00084  -8.00084  -8.00084  -8.00084
  -7.94060  -7.94060  -7.94060  -7.94060  -7.94060  -7.94060  -7.94060  -7.94060
  -7.94060  -7.94060  -7.94060  -7.94060  -7.94060  -7.94060  -7.94060  -7.94060
  -7.94060  -7.94060  -7.94060  -7.94060  -7.94060  -7.94060  -7.94060  -7.94060
  -7.88035  -7.88035  -7.88035  -7.88035  -7.88035  -7.88035  -7.88035  -7.88035
  -7.88035  -7.88035  -7.88035  -7.88035  -7.88035  -7.88035  -7.88035  -7.88035
  -7.88035  -7.88035  -7.88035  -7.88035  -7.88035  -7.88035  -7.88035  -7.88035
  -7.82011  -7.82011  -7.82011  -7.82011  -7.82011  -7.82011  -7.82011  -7.82011
  -7.82011  -7.82011  -7.82011  -7.82011  -7.82011  -7.82011  -7.82011  -7.82011
  -7.82011  -7.82011  -7.82011  -7.82011  -7.82011  -7.82011  -7.82011  -7.82011
  -7.75987  -7.75987  -7.75987  -7.75987  -7.75987  -7.75987  -7.75987  -7.75987
  -7.75987  -7.75987  -7.75987  -7.75987  -7.75987  -7.75987  -7.75987  -7.75987
  -7.75987  -7.75987  -7.75987  -7.75987  -7.75987  -7.75987  -7.75987  -7.75987
  -7.69962  -7.69962  -7.69962  -7.69962  -7.69962  -7.69962  -7.69962  -7.69962
  -7.69962  -7.69962  -7.69962  -7.69962  -7.69962  -7.69962  -7.69962  -7.69962
  -7.69962  -7.69962  -7.69962  -7.69962  -7.69962  -7.69962  -7.69962  -7.69962
  -7.63938  -7.63938  -7.63938  -7.63938  -7.63938  -7.63938  -7.63938  -7.63938
  -7.63938  -7.63938  -7.63938  -7.63938  -7.63938  -7.63938  -7.63938  -7.63938
  -7.63938  -7.63938  -7.63938  -7.63938  -7.63938  -7.63938  -7.63938  -7.63938
  -7.57914  -7.57914  -7.57914  -7.57914  -7.57914  -7.57914  -7.57914  -7.57914
  -7.57914  -7.57914  -7.57914  -7.57914  -7.57914  -7.57914  -7.57914  -7.57914
  -7.57914  -7.57914  -7.57914  -7.57914  -7.57914  -7.57914  -7.57914  -7.57914
  -7.51889  -7.51889  -7.51889  -7.51889  -7.51889  -7.51889  -7.51889  -7.51889
  -7.51889  -7.51889  -7.51889  -7.51889  -7.51889  -7.51889  -7.51889  -7.51889
  -7.51889  -7.51889  -7.51889  -7.51889  -7.51889  -7.51889  -7.51889  -7.51889
  -7.45865  -7.45865  -7.45865  -7.45865  -7.45865  -7.45865  -7.45865  -7.45865
  -7.45865  -7.45865  -7.45865  -7.45865  -7.45865  -7.45865  -7.45865  -7.45865
  -7.45865  -7.45865  -7.45865  -7.45865  -7.45865  -7.45865  -7.45865  -7.45865
  -7.39841  -7.39841  -7.39841  -7.39841  -7.39841  -7.39841  -7.39841  -7.39841
  -7.39841  -7.39841  -7.39841  -7.39841  -7.39841  -7.39841  -7.39841  -7.39841
  -7.39841  -7.39841  -7.39841  -7.39841  -7.39841  -7.39841  -7.39841  -7.39841
  -7.33816  -7.33816  -7.33816  -7.33816  -7.33816  -7.33816  -7.33816  -7.33816
  -7.33816  -7.33816  -7.33816  -7.33816  -7.33816  -7.33816  -7.33816  -7.33816
  -7.33816  -7.33816  -7.33816  -7.33816  -7.33816  -7.33816  -7.33816  -7.33816
  -7.27792  -7.27792  -7.27792  -7.27792  -7.27792  -7.27792  -7.27792  -7.27792
